Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Heating,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,SaleCondition,SalePrice
IDOTRR,1Story,4,1916,1990,GasA,Y,1196,0,1196,1,2,1,5,0,440,Normal,109900
CollgCr,2Story,7,2005,2005,GasA,Y,728,728,1456,2,3,1,7,1,410,Normal,189000
NridgHt,2Story,9,2008,2009,GasA,Y,1734,1088,2822,3,4,1,12,1,1020,Partial,582933
NAmes,1Story,5,1954,1954,GasA,Y,1128,0,1128,1,2,1,5,0,286,Family,118000
Somerst,1Story,7,2008,2008,GasA,Y,1428,0,1428,2,3,1,6,0,554,Partial,227680
NAmes,SLvl,5,1967,1967,GasA,Y,980,0,980,2,3,1,6,0,384,Normal,135500
BrkSide,2Story,5,1923,2004,GasA,Y,1072,504,1576,1,3,1,6,1,528,Normal,223500
NAmes,SLvl,5,1966,1966,GasA,Y,1086,0,1086,1,3,1,6,1,484,Normal,159950
OldTown,2.5Unf,5,1898,1965,GasA,N,1075,1063,2138,2,2,3,11,0,360,Normal,106000
NWAmes,1Story,6,1974,1999,GasA,Y,1309,0,1309,1,3,1,5,1,484,Normal,181000
CollgCr,1Story,6,2004,2004,GasA,Y,848,0,848,1,1,1,4,1,420,Normal,144500
IDOTRR,1Story,5,1952,1952,GasA,N,1044,0,1044,1,2,1,4,0,504,Alloca,55993
NAmes,1Story,6,1958,1958,GasA,Y,1442,0,1442,1,4,1,7,0,301,Normal,157900
Edwards,1.5Fin,5,1918,1950,GasW,Y,686,564,1250,1,3,1,7,0,280,Normal,116000
CollgCr,1Story,7,1998,1998,GasA,Y,1661,0,1661,2,3,1,6,0,598,Normal,224900
NAmes,1Story,5,1954,1954,GasA,Y,1008,0,1008,1,2,1,4,1,275,Normal,137000
Mitchel,1Story,8,2002,2002,GasA,Y,1689,0,1689,2,3,1,7,2,857,Normal,271000
ClearCr,SLvl,6,1971,1971,GasA,Y,1052,0,1052,1,3,1,6,0,440,Normal,155000
NridgHt,1Story,7,2009,2010,GasA,Y,1358,0,1358,2,2,1,6,1,484,Partial,224000
CollgCr,2Story,7,2003,2003,GasA,Y,798,842,1640,2,3,1,6,0,595,Normal,183000
OldTown,1Story,4,1953,1953,GasA,N,936,0,936,1,2,1,4,0,576,Normal,93000
Gilbert,2Story,7,2003,2003,GasA,Y,847,886,1733,2,3,1,7,1,433,Family,225000
SWISU,1.5Fin,6,1940,1950,GasA,Y,944,545,1489,2,3,1,7,1,240,Normal,139500
Somerst,1Story,8,2006,2006,GasA,Y,1489,0,1489,2,3,1,7,1,776,Partial,232600
NridgHt,1Story,10,2007,2008,GasA,Y,2084,0,2084,2,2,1,7,1,1220,Partial,385000
BrkSide,1.5Unf,5,1924,1950,GasA,Y,784,0,784,1,2,1,5,0,0,Normal,109500
SawyerW,1Story,7,2001,2001,GasA,Y,1434,0,1434,2,3,1,6,1,527,Normal,189000
ClearCr,2Story,5,1967,1967,GasA,Y,1160,966,2126,2,3,1,7,0,538,Abnorml,185000
Somerst,2Story,7,2005,2005,GasA,Y,520,623,1223,2,2,1,4,0,480,Normal,147400
NAmes,1Story,6,1957,1957,GasA,Y,1392,0,1392,1,3,1,6,2,458,Normal,166000
Somerst,2Story,7,2005,2005,GasA,Y,520,600,1200,2,2,1,4,0,480,Normal,151000
CollgCr,2Story,7,2003,2003,GasA,Y,941,888,1829,2,3,1,7,1,613,Normal,237000
NAmes,1Story,6,1964,1964,GasA,Y,1516,0,1516,1,3,1,6,0,472,Normal,167000
NAmes,1Story,5,1961,1961,GasA,Y,1144,0,1144,1,3,1,6,0,456,Normal,139950
Sawyer,1Story,4,1950,1995,GasA,Y,1067,0,1067,2,2,1,4,0,436,Normal,128000
OldTown,1Story,5,1948,1973,GasA,Y,1559,0,1559,1,2,1,5,0,812,Normal,153500
BrDale,2Story,6,1973,1973,GasA,Y,483,504,987,1,2,1,5,0,264,Normal,100000
CollgCr,1Story,5,1995,2006,GasA,Y,1099,0,1099,1,3,1,6,0,352,Normal,144000
Edwards,1.5Fin,5,1946,1995,GasA,Y,768,432,1200,1,3,1,6,0,240,Normal,130500
SWISU,2Story,6,1925,1950,GasA,N,810,672,1482,2,4,1,7,0,400,Normal,140000
OldTown,2Story,5,1904,2002,GasA,Y,958,581,1539,2,3,1,8,1,686,Normal,157500
NAmes,SLvl,6,1966,1966,GasA,Y,1165,0,1165,1,3,1,6,0,490,Normal,174900
NAmes,1Story,5,1961,1961,GasA,N,1800,0,1800,2,6,2,10,0,0,Normal,141000
OldTown,1.5Fin,5,1915,1950,GasA,Y,876,540,1416,1,4,1,7,1,720,Normal,153900
Sawyer,SFoyer,5,1975,1981,GasA,Y,1701,0,1701,2,3,1,6,2,611,Normal,171000
SawyerW,2Story,7,1993,1993,GasA,Y,1006,769,1775,2,3,1,7,1,425,Normal,213000
CollgCr,1Story,5,1972,1972,GasA,Y,864,0,864,1,3,1,5,1,338,Normal,133500
ClearCr,1.5Fin,6,1908,1997,GasA,Y,1307,1051,2358,3,5,1,10,1,360,Normal,240000
Veenker,SLvl,6,1976,1994,GasA,Y,1094,761,1855,2,3,1,7,1,512,Normal,187000
CollgCr,1Story,6,2003,2003,GasA,Y,848,0,848,1,1,1,3,0,420,Normal,131500
Blmngtn,1Story,8,2003,2003,GasA,Y,1456,0,1456,2,2,1,7,1,400,Normal,215000
Crawfor,2.5Unf,7,1941,1950,GasA,Y,918,728,1646,2,4,1,7,2,240,Normal,164000
NAmes,SLvl,6,1964,1964,GasA,Y,1445,0,1445,1,3,1,7,1,645,Normal,158000
Sawyer,1Story,5,1955,1974,GasA,Y,1779,0,1779,1,3,1,6,1,454,Abnorml,170000
Sawyer,1Story,5,1962,2010,GasA,Y,1040,0,1040,1,3,1,6,0,260,Normal,127000
CollgCr,SLvl,6,1978,1978,GasA,Y,1026,0,1026,1,3,1,5,0,576,Normal,147000
Gilbert,2Story,6,1994,1995,GasA,Y,702,779,1481,2,3,1,6,1,343,Normal,174000
NWAmes,1Story,7,1976,1976,GasA,Y,1370,0,1370,2,3,1,6,1,479,Family,152000
NWAmes,2Story,6,1968,1984,GasA,Y,1512,1142,2654,2,4,1,9,1,619,Normal,250000
Crawfor,1.5Fin,7,1918,1998,GasA,Y,912,514,1426,1,3,1,7,1,216,Normal,189950
Sawyer,1Story,5,1965,1965,GasA,Y,1039,0,1039,1,3,1,6,0,504,Normal,131500
SawyerW,1Story,6,1984,1985,GasA,Y,1097,0,1097,2,3,1,6,0,480,Normal,152000
NAmes,1Story,5,1959,1959,GasA,Y,1148,0,1148,1,3,1,6,0,672,Normal,132500
Somerst,1Story,7,2007,2008,GasA,Y,1372,0,1372,2,3,1,6,0,529,Partial,250580
NAmes,1Story,5,1970,1970,GasA,Y,1002,0,1002,1,3,1,5,0,902,Normal,148500
Timber,1Story,8,2006,2007,GasA,Y,1646,0,1646,2,3,1,6,1,870,Partial,248900
Sawyer,1Story,4,1961,1961,GasA,Y,1120,0,1120,1,3,1,5,0,544,Normal,129000
Gilbert,2Story,5,1948,1950,GasA,Y,1547,720,2320,2,2,1,7,1,672,Normal,169000
SawyerW,2Story,7,1993,1994,GasA,Y,1062,887,1949,2,3,1,8,1,574,Normal,236000
NAmes,1Story,5,1962,1962,GasA,N,894,0,894,1,2,1,5,0,308,Normal,109500
CollgCr,2Story,6,1998,1998,GasA,Y,804,878,1682,2,3,1,7,0,523,Normal,200500
NAmes,1Story,5,1953,1996,GasA,Y,910,0,910,1,3,1,5,0,414,Normal,116000
NAmes,1Story,5,1949,1950,GasA,Y,1036,0,1268,1,3,1,6,1,288,Normal,133000
OldTown,1.5Fin,5,1941,1950,GasA,Y,676,455,1131,1,3,1,5,0,200,Abnorml,66500
Somerst,2Story,8,2007,2007,GasA,Y,1184,1426,2610,2,4,1,11,1,550,Partial,303477
Mitchel,1Story,4,1963,1963,GasA,Y,1040,0,1040,1,3,1,5,0,648,Normal,132250
NridgHt,2Story,9,2004,2005,GasA,Y,1462,762,2224,2,4,1,10,1,738,Normal,350000
Sawyer,SFoyer,5,1961,1995,GasA,Y,1155,0,1155,1,3,1,6,0,576,Normal,148000
CollgCr,1Story,5,1978,2005,GasA,Y,864,0,864,1,3,1,6,0,336,Normal,136500
Edwards,1Story,5,2005,2006,GasA,Y,1090,0,1090,1,2,1,5,0,450,Normal,157000
Timber,1.5Fin,7,1990,1991,GasA,Y,1187,530,1717,2,3,1,7,1,400,Normal,187500
Gilbert,2Story,6,1992,1993,GasA,Y,808,785,1593,2,3,1,7,1,389,Normal,178000
SWISU,2.5Fin,4,1912,1950,GasA,N,954,795,2230,1,5,1,10,0,440,Normal,118500
NAmes,1Story,5,1967,1967,GasA,Y,892,0,892,1,3,1,5,0,288,Normal,100000
Somerst,1Story,9,1999,2000,GasA,Y,1709,0,1709,2,2,1,5,1,506,Abnorml,328900
NAmes,1Story,5,1959,2005,GasA,Y,1712,0,1712,2,4,2,8,0,588,Family,145000
Edwards,1.5Fin,5,1955,1955,GasA,Y,872,521,1393,1,3,1,8,0,300,Normal,135500
NAmes,1Story,8,1970,1970,GasA,Y,2217,0,2217,2,4,1,8,1,621,Normal,268000
NAmes,1Story,6,1953,1953,GasA,Y,1505,0,1505,1,2,1,6,1,505,Normal,149500
NAmes,1.5Fin,5,1949,2006,GasA,Y,672,252,924,1,3,1,6,1,576,Normal,122900
Sawyer,2Story,6,1978,1978,GasA,Y,918,765,1683,2,3,1,7,1,440,Normal,172500
Sawyer,1Story,6,1963,2003,GasA,Y,1068,0,1068,1,3,1,6,0,264,Normal,154500
Sawyer,1Story,5,1954,1954,GasA,Y,1383,0,1383,1,3,1,6,1,354,Normal,165000
SawyerW,1Story,5,1979,1979,GasA,Y,1535,0,1535,2,4,2,8,0,400,Alloca,118858
NAmes,2Story,6,1963,1963,GasA,Y,983,813,1796,1,4,1,8,1,483,Normal,140000
IDOTRR,1Story,4,1936,1950,GasA,N,951,0,951,1,2,1,6,0,327,Abnorml,106500
SawyerW,2Story,5,1979,1979,GasA,Y,1120,1120,2240,2,6,2,12,0,528,Alloca,142953
NridgHt,1Story,9,2009,2010,GasA,Y,2364,0,2364,2,2,1,11,2,820,Partial,611657
Sawyer,1Story,5,1961,1994,GasA,Y,1236,0,1236,1,3,1,6,1,288,Normal,135000
NAmes,1Story,4,1971,1971,GasA,Y,858,0,858,1,2,1,4,0,684,Normal,110000
NAmes,1Story,5,1957,2000,GasA,Y,1306,0,1306,1,2,1,5,0,756,Normal,153000
Gilbert,2Story,7,2003,2003,GasA,Y,807,702,1509,2,3,1,8,1,393,Normal,180000
Gilbert,1Story,7,2006,2006,GasA,Y,1670,0,1670,2,3,1,7,1,690,Partial,240000
Sawyer,1Story,5,1967,1967,GasA,Y,902,0,902,1,3,1,6,0,288,Normal,125500
NAmes,1Story,5,1954,1954,GasA,Y,1063,0,1063,1,3,1,6,0,280,Normal,128000
Somerst,1Story,8,2006,2006,GasA,Y,1636,0,1636,2,3,1,8,1,865,Normal,255000
Crawfor,1.5Fin,7,1936,1987,GasA,Y,1020,1037,2057,1,3,1,6,1,180,Normal,250000
Mitchel,1Story,5,1983,1983,GasA,Y,902,0,902,1,2,1,5,0,484,Normal,131000
Gilbert,2Story,6,2005,2005,GasA,Y,742,742,1484,2,3,1,8,1,390,Normal,174000
NAmes,2Story,5,1960,1960,GasA,Y,1105,1169,2274,2,5,2,12,0,480,Normal,154300
CollgCr,1Story,5,1977,1989,GasA,Y,1268,0,1268,1,3,1,5,0,252,Normal,143500
BrkSide,1Story,5,1925,1950,GasA,N,1015,0,1015,1,3,1,6,0,450,Abnorml,88000
Crawfor,2Story,5,1949,1950,GasA,N,1001,1001,2002,2,4,2,8,0,871,Normal,145000
Somerst,2Story,6,2009,2009,GasA,Y,612,612,1224,2,2,1,4,0,528,Partial,173733
MeadowV,2Story,4,1970,1970,GasA,Y,546,546,1092,1,3,1,6,0,286,Normal,75000
IDOTRR,1Story,2,1949,1950,GasA,N,480,0,480,0,1,1,4,0,308,Abnorml,35311
Edwards,1Story,4,1956,1956,GasA,Y,1229,0,1229,1,3,1,6,0,284,Normal,135000
SawyerW,2Story,7,1991,1991,GasA,Y,912,1215,2127,2,4,1,8,1,833,Normal,238000
NAmes,1Story,6,1958,2002,GasA,Y,1414,0,1414,1,3,1,6,1,601,Normal,176500
SawyerW,2Story,6,1994,1994,GasA,Y,936,785,1721,2,3,1,7,0,471,Normal,201000
Edwards,1.5Fin,5,1900,2003,GasA,Y,1272,928,2200,2,4,2,9,0,0,Normal,145900
Gilbert,1Story,6,2005,2006,GasA,Y,1316,0,1316,2,3,1,6,1,397,Partial,169990
SawyerW,1Story,6,1993,1994,GasA,Y,1617,0,1617,2,2,1,5,1,533,Normal,193000
NWAmes,1Story,6,1980,1980,GasA,Y,1686,0,1686,2,3,1,7,1,612,Normal,207500
NWAmes,1Story,5,1977,1977,GasA,Y,1126,0,1126,2,3,1,6,0,540,Abnorml,175000
NridgHt,2Story,8,2003,2004,GasA,Y,1234,1140,2374,2,4,1,10,1,656,Normal,285000
NWAmes,2Story,7,1968,1968,GasA,Y,1098,880,1978,2,4,1,9,1,486,Normal,176000
CollgCr,1Story,8,2001,2001,GasA,Y,1788,0,1788,2,3,1,7,1,522,Normal,236500
Gilbert,2Story,7,1997,1997,GasA,Y,993,1243,2236,2,4,1,8,1,642,Normal,222000
Timber,1Story,8,2007,2007,GasA,Y,1466,0,1466,2,3,1,7,0,610,Normal,201000
NAmes,1Story,5,1965,1965,GasA,Y,925,0,925,1,2,1,5,0,429,Normal,117500
Somerst,1Story,9,2006,2006,GasA,Y,1905,0,1905,2,3,1,8,1,788,Normal,320000
CollgCr,1Story,7,2004,2004,GasA,Y,1500,0,1500,2,3,1,6,0,570,Normal,190000
NAmes,1Story,7,1960,2007,GasA,Y,2069,0,2069,2,4,1,9,1,505,Normal,242000
BrkSide,1Story,4,1926,1953,GasA,Y,747,0,747,1,1,1,5,0,528,Normal,79900
SawyerW,1Story,7,2003,2003,GasA,Y,1200,0,1200,2,2,1,5,0,555,Normal,184900
Somerst,2Story,7,2005,2005,GasA,Y,1113,858,1971,2,3,1,8,1,689,Normal,253000
CollgCr,2Story,7,2006,2006,GasA,Y,1391,571,1962,2,3,1,7,0,868,Partial,239799
ClearCr,2Story,7,1940,1950,GasA,Y,1207,1196,2403,2,4,1,10,2,349,Normal,244400
Mitchel,1Story,6,1976,1976,GasA,Y,1728,0,1728,2,4,2,8,0,574,Normal,150900
Gilbert,2Story,7,1999,1999,GasA,Y,1022,1038,2060,2,3,1,8,1,390,Normal,214000
Edwards,1Story,4,1977,1977,GasA,Y,1440,0,1440,2,4,2,8,0,0,Abnorml,150000
Mitchel,1Story,5,1967,1967,GasA,Y,1632,0,1632,2,4,2,8,0,576,Normal,143000
Timber,SLvl,6,1958,1958,GasA,Y,1344,0,1344,1,3,1,7,1,525,Abnorml,137500
OldTown,1.5Fin,5,1890,1996,GasA,Y,1188,561,1869,1,2,1,7,0,456,Normal,124900
NAmes,SLvl,5,1959,1959,GasA,Y,1144,0,1144,1,3,1,6,1,796,Normal,143000
Timber,1Story,8,2002,2003,GasA,Y,1629,0,1629,2,3,1,9,1,808,Normal,270000
CollgCr,2Story,7,2002,2002,GasA,Y,936,840,1776,2,3,1,7,1,474,Normal,192500
NWAmes,1Story,6,1972,2006,GasA,Y,1381,0,1381,1,3,1,5,1,676,Normal,197500
NAmes,1Story,5,1950,2002,GasA,Y,864,0,864,1,3,1,5,0,720,Normal,129000
SawyerW,1Story,5,1965,1965,GasA,Y,965,0,965,1,3,1,6,0,300,Abnorml,119900
CollgCr,SFoyer,5,1972,2003,GasA,Y,768,0,768,1,2,1,5,0,396,Normal,133900
Mitchel,2Story,5,1969,1969,GasA,Y,1168,800,1968,2,4,1,7,1,530,Normal,172000
Edwards,SFoyer,6,1975,1975,GasA,Y,980,0,980,2,4,0,4,0,0,AdjLand,127500
Crawfor,2Story,6,1946,1950,GasA,N,979,979,1958,2,4,2,8,0,492,Normal,145000
Blueste,2Story,6,1980,1980,GasA,Y,561,668,1229,1,2,1,5,1,462,Normal,124000
Sawyer,1Story,5,1962,1962,GasA,Y,1057,0,1057,1,3,1,6,0,576,Normal,132000
CollgCr,1Story,7,2003,2003,GasA,Y,1337,0,1337,2,3,1,6,0,531,Normal,185000
Somerst,2Story,7,1999,1999,GasA,Y,696,720,1416,2,3,1,6,0,484,Normal,155000
BrkSide,1Story,5,1958,2008,GasA,Y,858,0,858,1,2,1,4,0,0,Normal,116500
NWAmes,2Story,6,1977,1995,GasA,Y,1542,1330,2872,2,4,1,11,1,619,Normal,272000
NPkVill,2Story,6,1976,1976,GasA,Y,804,744,1548,2,3,1,7,1,440,Normal,155000
CollgCr,1Story,9,2007,2007,GasA,Y,1800,0,1800,2,2,1,7,0,702,Normal,239000
Timber,2Story,7,2002,2003,GasA,Y,824,1070,1894,2,4,1,8,1,510,Normal,214900
Gilbert,2Story,6,2005,2007,GasA,Y,783,701,1484,2,3,1,8,1,393,Partial,178900
Crawfor,1.5Fin,5,1940,1950,GasA,Y,976,332,1308,1,2,1,7,2,256,Normal,160000
NAmes,1Story,5,1955,1955,GasA,Y,1098,0,1098,1,3,1,6,0,260,Normal,135000
OldTown,1.5Fin,3,1910,1950,Grav,N,600,368,968,1,2,1,6,0,0,Abnorml,37900
NAmes,SLvl,6,1958,1958,GasA,Y,1095,0,1095,1,2,1,6,0,264,Normal,140000
NAmes,1.5Fin,4,1949,1950,GasA,N,720,472,1192,1,4,1,6,0,0,Abnorml,135000
NridgHt,2Story,7,2003,2004,GasA,Y,764,862,1626,2,2,1,6,0,474,Normal,173000
SawyerW,1Story,6,1979,1979,GasA,Y,918,0,918,2,2,1,5,1,264,Normal,99500
Somerst,1Story,7,2007,2008,GasA,Y,1428,0,1428,2,3,1,6,0,480,Partial,182000
BrkSide,2Story,7,1910,1993,GasA,N,1136,883,2019,1,3,1,8,0,532,Normal,167500
Somerst,2Story,7,2000,2000,GasA,Y,673,709,1382,2,3,1,6,0,490,Normal,165000
BrkSide,1Story,4,1923,1958,GasA,Y,869,0,869,1,2,1,4,0,0,Normal,85500
Somerst,1Story,7,2006,2007,GasA,Y,1241,0,1241,1,1,1,4,0,569,Partial,199900
Edwards,1Story,4,1954,1954,GasA,Y,894,0,894,1,3,1,5,0,400,Abnorml,110000
Sawyer,1Story,5,1963,1963,GasA,Y,1121,0,1121,1,3,1,5,0,480,Normal,139000
NAmes,SFoyer,7,1961,2007,GasA,Y,999,0,999,1,3,1,6,0,588,Normal,178400
NoRidge,2Story,8,1998,1999,GasA,Y,1276,1336,2612,2,4,1,8,1,676,Normal,336000
Blmngtn,1Story,7,2007,2007,GasA,Y,1266,0,1266,2,2,1,6,1,388,Normal,159895
CollgCr,2Story,8,2002,2002,GasA,Y,1149,1141,2290,2,4,1,9,1,779,Normal,255900
Mitchel,1.5Fin,5,1977,1977,GasA,Y,1302,432,1734,2,4,2,8,0,539,Normal,126000
Edwards,1Story,5,1950,1950,GasW,N,1164,0,1164,1,3,1,5,0,240,Normal,125000
OldTown,1.5Fin,6,1910,2003,GasA,Y,1001,634,1635,1,2,1,5,0,255,Normal,117000
NridgHt,1Story,9,2009,2010,GasA,Y,1940,0,1940,2,3,1,8,1,606,Partial,395192
NWAmes,2Story,6,1976,1976,GasA,Y,1118,912,2030,2,4,1,8,1,551,Normal,195000
Somerst,2Story,7,2006,2006,GasA,Y,778,798,1576,2,3,1,6,0,614,Partial,197000
NoRidge,2Story,8,1997,1998,GasA,Y,1407,985,2392,2,3,1,7,1,870,Normal,348000
OldTown,2Story,8,1882,1986,GasA,Y,916,826,1742,1,4,1,8,1,424,Normal,168000
NAmes,2Story,6,1964,1993,GasA,Y,1020,831,1851,2,3,1,7,1,440,Normal,187000
CollgCr,2Story,6,2005,2006,GasA,Y,750,750,1500,2,3,1,6,0,564,Partial,173900
NridgHt,1Story,10,2006,2007,GasA,Y,1718,0,1718,2,3,1,7,1,786,Normal,337500
BrkSide,1.5Fin,4,1946,1950,GasA,Y,774,456,1230,1,3,1,5,0,305,Abnorml,121600
NAmes,1Story,5,1961,1961,GasA,Y,1050,0,1050,1,3,1,6,0,368,Normal,136500
NWAmes,1Story,6,1970,1970,GasA,Y,1442,0,1442,2,2,1,6,1,615,Normal,185000
IDOTRR,1Story,3,1922,1950,GasA,N,1077,0,1077,1,3,1,6,1,210,Normal,91000
CollgCr,1Story,7,2006,2006,GasA,Y,1208,0,1208,2,2,1,6,0,632,Normal,206000
Edwards,1Story,3,1952,1952,GasW,N,944,0,944,1,2,1,4,0,528,Normal,82000
OldTown,1Story,5,1920,1950,GasA,Y,691,0,691,1,2,1,4,0,216,Abnorml,86000
Somerst,1Story,8,2006,2006,GasA,Y,1574,0,1574,2,3,1,7,1,824,Normal,232000
NWAmes,1Story,5,1976,1976,GasA,Y,1680,0,1680,2,4,2,8,0,528,Normal,136905
Blmngtn,1Story,7,2005,2006,GasA,Y,1504,0,1504,2,1,1,7,1,457,Normal,181000
CollgCr,SLvl,5,1977,1977,GasA,Y,985,0,985,2,3,1,6,0,328,Normal,149900
NAmes,1Story,6,1970,1970,GasA,Y,1657,0,1657,2,3,1,7,1,484,Normal,163500
MeadowV,2Story,4,1970,1970,GasA,Y,546,546,1092,1,3,1,6,0,286,Normal,88000
Mitchel,1Story,7,2004,2005,GasA,Y,1710,0,1710,2,3,1,7,1,550,Normal,240000
SWISU,1.5Fin,5,1926,1950,GasA,Y,1008,0,1522,2,4,1,7,0,0,Normal,102000
Sawyer,1.5Fin,5,1948,1950,GasA,Y,720,551,1271,2,4,1,7,1,312,Normal,135000
Edwards,1Story,5,1965,1965,GasA,N,1664,0,1664,2,4,2,8,0,0,Normal,100000
Crawfor,2Story,6,1923,1996,GasA,Y,900,602,1502,1,3,1,7,2,180,Normal,165000
OldTown,1Story,5,1910,2006,GasW,N,1022,0,1022,1,2,1,4,0,280,Normal,85000
NAmes,1Story,6,1948,1950,GasA,Y,1082,0,1082,1,2,1,5,1,240,Normal,119200
NWAmes,2Story,8,2001,2001,GasA,Y,810,855,1665,2,3,1,6,0,528,Normal,227000
CollgCr,1Story,7,1996,1996,GasA,Y,1504,0,1504,2,3,1,6,1,478,Normal,203000
StoneBr,1Story,8,1984,1984,GasA,Y,1360,0,1360,1,1,1,4,1,565,Abnorml,187500
Gilbert,SLvl,7,1991,1992,GasA,Y,802,670,1472,2,3,1,7,1,402,Normal,160000
Blmngtn,1Story,7,2005,2005,GasA,Y,1506,0,1506,2,2,1,6,1,440,Normal,213490
Edwards,1Story,4,2005,2005,GasA,Y,1132,0,1132,1,2,1,5,0,451,Normal,176000
CollgCr,1Story,7,2006,2006,GasA,Y,1220,0,1220,2,2,1,6,0,632,Partial,194000
OldTown,1.5Fin,5,1930,1950,GasA,Y,912,336,1248,1,2,1,6,0,160,Normal,87000
Blmngtn,1Story,7,2005,2006,GasA,Y,1504,0,1504,2,2,1,7,1,437,Normal,191000
Timber,1Story,8,1976,1976,GasA,Y,2898,0,2898,2,2,1,10,1,665,Abnorml,287000
CollgCr,1Story,5,1972,1972,GasA,Y,882,0,882,1,3,1,5,0,461,Normal,112500
NAmes,1Story,5,1960,1960,GasA,Y,1264,0,1264,1,3,1,6,2,461,Normal,167500
Timber,1Story,8,2007,2008,GasA,Y,1646,0,1646,2,3,1,7,1,800,Partial,293077
NAmes,1.5Fin,5,1941,1950,GasA,Y,968,408,1376,1,3,1,6,1,240,Normal,105000
BrDale,2Story,6,1972,1972,GasA,Y,672,546,1218,1,3,1,7,0,264,Normal,118000
SWISU,2Story,5,1916,1995,GasA,Y,948,980,1928,2,5,2,10,0,0,Normal,160000
SWISU,2.5Fin,7,1920,1970,GasA,Y,1687,998,3082,2,5,1,12,2,672,Normal,197000
NoRidge,2Story,8,1993,1993,GasA,Y,1352,1168,2520,2,5,1,10,1,796,Abnorml,310000
CollgCr,1Story,7,2002,2002,GasA,Y,1654,0,1654,2,3,1,6,0,900,Normal,230000
Crawfor,1Story,5,1938,1950,GasA,Y,954,0,954,1,2,1,5,1,240,Normal,119750
Edwards,1Story,4,1957,1957,GasA,N,845,0,845,1,3,1,5,0,290,Normal,84000
Timber,1Story,9,2007,2008,GasA,Y,1620,0,1620,2,2,1,6,1,912,Normal,315500
CollgCr,2Story,8,2001,2002,GasA,Y,1055,1208,2263,2,3,1,7,1,905,Normal,287000
MeadowV,2Story,4,1970,2008,GasA,Y,798,546,1344,1,3,1,6,1,0,Normal,97000
MeadowV,SFoyer,4,1970,1970,GasA,Y,630,0,630,1,1,1,3,0,286,Normal,80000
Sawyer,1Story,5,1957,2000,GasA,Y,1803,0,1803,2,3,1,8,1,484,Normal,155000
NWAmes,2Story,6,1966,2000,GasA,Y,800,832,1632,1,4,1,7,0,484,Normal,173000
NridgHt,1Story,6,2005,2005,GasA,Y,1306,0,1306,2,1,1,5,1,624,Normal,196000
SawyerW,2Story,7,1990,1990,GasA,Y,1532,797,2329,2,4,1,10,1,514,Normal,262280
NWAmes,1Story,8,1981,1981,GasA,Y,2524,0,2524,2,4,1,9,1,542,Normal,278000
Edwards,1Story,3,1955,1955,GasA,Y,1733,0,1733,2,4,1,8,1,452,Normal,139600
StoneBr,2Story,9,2005,2006,GasA,Y,1992,876,2868,3,4,1,11,1,716,Partial,556581
CollgCr,1Story,5,1994,1995,GasA,Y,990,0,990,1,3,1,5,0,672,Normal,145000
Mitchel,1Story,5,1960,2006,GasA,Y,1771,0,1771,1,3,1,9,1,336,Normal,115000
Edwards,1Story,4,1946,2006,GasA,Y,930,0,930,1,2,1,6,0,308,Abnorml,84900
Gilbert,1Story,7,2007,2007,GasA,Y,1302,0,1302,2,3,1,6,0,436,Partial,176485
CollgCr,1Story,7,2007,2007,GasA,Y,1316,0,1316,2,3,1,6,1,440,Partial,200141
NAmes,2Story,6,1964,1978,GasA,Y,1127,850,1977,1,4,1,9,1,540,Normal,165000
Edwards,1Story,5,1957,2002,GasA,Y,1526,0,1526,1,4,1,7,1,364,Normal,144500
CollgCr,2Story,8,2002,2002,GasA,Y,1091,898,1989,2,3,1,7,1,586,Normal,255000
NWAmes,1Story,6,1976,1976,GasA,Y,1523,0,1523,2,3,1,7,1,478,Abnorml,180000
NridgHt,1Story,7,2005,2005,GasA,Y,1364,0,1364,2,2,1,6,1,484,Normal,185850
NoRidge,2Story,7,1994,1994,GasA,Y,979,871,1850,2,3,1,7,1,467,Normal,248000
NridgHt,2Story,9,2008,2008,GasA,Y,1130,1054,2184,2,3,1,10,1,836,Normal,335000
Crawfor,1.5Fin,6,1932,1950,GasA,Y,1096,895,1991,1,3,1,7,1,432,Normal,220000
StoneBr,1Story,8,2001,2001,GasA,Y,1338,0,1338,2,2,1,6,0,582,Normal,213500
IDOTRR,1Story,3,1935,1950,GasA,Y,894,0,894,1,2,1,6,0,1248,Normal,81000
OldTown,2Story,5,1900,1950,GasA,N,1422,915,2337,2,5,2,10,0,560,Normal,90000
OldTown,1Story,6,1925,1980,GasA,Y,1103,0,1103,1,2,1,5,1,440,Normal,110500
NAmes,1Story,5,1966,1966,GasA,Y,1154,0,1154,1,3,1,6,1,480,Normal,154000
ClearCr,2Story,7,1996,1997,GasA,Y,1306,954,2260,2,3,1,7,0,533,Normal,328000
Gilbert,2Story,6,1993,1994,GasA,Y,799,772,1571,2,3,1,7,1,380,Normal,178000
NAmes,2Story,6,1964,1964,GasA,Y,798,813,1611,1,4,1,7,0,442,Normal,167900
MeadowV,2Story,6,1973,1973,GasA,Y,1291,1230,2521,2,5,1,10,1,576,Normal,151400
